Name,Rating Average,Complexity Average
Wallamoppi,5.90,1.04
El Mortal,6.52,1.60
Bloody Omaha: D-Day 1944,7.96,4.64
Anno Domini: Gesundheit und Ernährung,6.94,2
Dragon Boats of the Four Seas,7.01,2.50
Quissama,7.25,2.67
Group of Soviet Forces Germany,6.63,2.54
Unfinished Case of Holmes,6.37,2.33
Tony & Tino,5.86,1.69
Triad,7.45,2.67
Krosmaster: Arena - Duel Pack 2,7.04,1
Jungle,5.96,1.83
Carla Cat,5.73,1.02
Yomi Starter Set: Grave versus Jaina,6.52,2
Ucho Króla,6.09,2.14
Codenames: The Simpsons,7.09,1
Escape the Room: The Cursed Dollhouse,6.77,4.33
Journey to the Center of the Earth,7.38,1
Grand Imperialism,6.93,2.20
Coma Ward,6.27,3.20
Robin,5.86,1.26
They Shall Not Pass: The Battle of Verdun 1916,6.61,2.61
Inception,6.62,2.20
Hell Hath No Fury,6.82,2.70
Archaeology,6.18,1.08
Armata Strigoi,6.77,2.25
Auf Fotosafari in Ombagassa,6.94,1
Jungle Brunch,6.06,1.75
Desert Island,6.27,2
Expedition Sumatra,6.17,2.43
Kleine Helden,6.12,1.87
What's Missing?,6.99,1
Ocean Limbo,6.16,1.06
Woolfy,6.57,1
Star Viking,6.47,2.80
Patton in Flames,6.97,4.91
Zoff im Hühnerhof,6.51,1.10
Tesseract,6.46,2
Avec Infini Regret II,7.68,3.25
Vampire Radar,6.43,2
"Warhammer 40,000: Kill Team",7.06,0
On the Cards,6.55,1.56
"Iwo Jima: Valor of Arms, 19 Feb. - 25 March 1945",6.65,2.82
Star Wars Labyrinth,6.09,1.17
"Europa: Paris ist ja klar, aber wo liegt Córdoba?",6.55,1.71
A las Barricadas! (2nd Edition),7.29,3
Corruption,5.82,1.82
"Dreadnought: Surface Combat in the Battleship Era, 1906-45",6.19,2.40
Iberian Railways,6.82,2
Castle Merchants,5.78,1.92
Skippity,6.40,2.17
Riga,6.27,2
War & Peace,6.74,2.29
Shogun Triumphant,6.51,2.89
Thunder's Edge,6.17,3.13
The Long Road,7.01,2
Gold River,6.85,1.50
A las Barricadas!,7.13,2.73
Nika,6.51,2.20
Pirates of the Caribbean PocketModel Game,6.81,1.50
Gamedec,6.61,3.17
Speakeasy,6.31,1.88
Expedition Altiplano,6.07,1.94
Tante Tarantel,6.15,1.21
The Mediterranean,6.96,3.31
Burgenland,6.12,2.20
The Refuge: Terror from the Deep,7.49,2
Galopp Royal,5.89,1.65
Heart of Oak: Naval Miniatures Rules for the Age of Fighting Sail,7.40,3.60
The Genius Square,6.73,1
Power,6.02,2.63
Bruti,6.87,1.76
Phantom,6.37,2
Pitch'n Dunk,7.70,1.83
Kung Fur Fight!,8.01,2.50
Gauner raus!,6.66,2.75
18PA,7.26,3.50
48th Panzerkorps,6.83,2.91
"Lion of Judah: The War for Ethiopia, 1935-1941",7.63,3.40
Victory in Vietnam,7.48,3.13
Rummikub XP,6.56,1
Kazaam,6.39,1.82
Shiba Inu House,5.97,1.20
SeaSim,5.97,2.19
Cubulus,6.13,2.08
"Warhammer 40,000: Heroes of Black Reach - Drop Zone Demo Kit",8.06,0
Arvuutin,6.77,1.67
1800: Colorado,6.27,3.57
Magic: The Gathering - Duel Decks: Merfolk Vs. Goblins,7.54,3
Thinking Man's Golf,6.00,1.78
Alaska,5.82,1.44
The Solo System,7.69,3.33
Greentown,6.19,2.71
Battlefields of Olympus,6.17,1.95
C-Cross,7.51,2
Caligula,5.97,2.56
Listography: The Game,7.05,1
Galaxy's Edge,6.07,2.39
Operation Olympic: The Invasion of Japan 1 November 1945,6.32,2.67
Grand National Derby,6.40,1.71
Star Trek Chrono-Trek,6.50,2.50
Get Rich Quick,6.61,2
Skirmish Wars: Advance Tactics,7.48,2.33
Stockmarket,6.70,2.50
Battleground Fantasy Warfare: Men of Hawkshold,6.95,2.67
"Munchkin Warhammer 40,000",6.68,2
Start Frei,6.99,1.75
Windup War,6.73,1.67
Tinian: The Forgotten Battle,8.24,3.60
Piquet,6.67,2.50
Townsfolk Tussle,7.70,2.50
Pass the Bomb: Party Edition,6.02,1.11
Wutaki,8.42,2.78
Clocktowers,5.71,1.39
Ravenous River,5.98,1.50
Spaghetti,6.02,1
The Thing: The Boardgame,7.81,3
Holmes and Moriarty,7.24,2.50
Namibia,6.21,3.25
"Rabbit Island: Explore, Build, Conquer!",7.15,2
We Were Brothers,7.62,3.36
Wabbit Wampage,5.97,2
Flash 8,6.96,1
Das Labyrinth des Pharao,6.56,1.78
South Mountain,6.87,3.07
War in the Ice: The Battle for the Seventh Continent,6.30,2.76
Clonk!,6.44,1.50
Yom Kippur,6.96,3.40
Laska,6.72,2.57
Ettin,7.77,2.50
"June '44: The Struggle for Normandy, 1944",7.26,2.11
Junkyard Races,6.13,2.18
Ouro de Tolo,6.67,1.17
O'Connor's Offensive,6.72,3.10
Universal Rule,6.65,2.67
"Iron Curtain: Central Europe, 1945-1989",7.87,2.60
Battle for Baghdad,6.92,2.83
Friedland 1807,8,2.90
Los Tesoros del Rey Pirata,7.70,1.83
Monsters Ravage America,5.84,2.19
Risk: The Dalek Invasion of Earth,6.13,2.29
Domain,6.13,1.78
Tank on Tank: West Front,7.30,1.71
MedFront: War in North Africa 1940-43,6.33,3.16
Overlords of Infamy,7.24,2.40
Triora: City of Witches,7.79,3
An Attrition of Souls,7.88,2.50
Wadi,6.16,2.32
Waving Hands,7.42,2.78
Jack The Ripper,6.87,2.63
Warzoo,6.54,1.50
Kogworks,6.07,1.55
None of a Kind,5.90,1.27
Autokrator,6.30,2.46
The Suits: Season 2,7.54,0
Pictionary Mania,6.09,1.77
The King Commands,5.92,1.40
Curli Kuller,6.61,1
Taiga,6.38,1.11
Magnet,6.18,2.33
Dreary Hamlet,7.17,2.33
Before There Were Stars...,6.57,1
Kullerhexe,6.59,1.50
Comic Hunters,8.71,1.50
Code Cracker,5.99,1.23
Deus Ex Machina,6.74,1.85
ReCURRRing,6.76,1
Saikoro,6.64,1.56
ElfBall,7.09,2.88
Wanted 7,6.55,1.43
Terrain Vague,6.66,3.25
Rice Dice,6.12,1.67
Why I Otter,7.05,1
Check Your 6! Jet Age,7.95,3.11
Champions of the Galaxy,8.19,2.27
When Lions Sailed,7.11,2.78
Guerra de Mitos IV,7.93,2.33
Splut!,6.71,2.47
Terra,5.71,1.66
Gambler × Gamble!,6.68,1
Perquackey,6.04,1.61
Clocks,6.28,1.79
Strut!,6.66,2.08
Days of Decision,6.30,3.79
Slavika,5.93,2.24
Gauss,6.96,1.75
Jitters,6.17,1.30
Spearhead,6.68,2.92
Black Seas,8.22,3.43
Revanche,8.74,1.50
Geek Out! Masters,7.04,1.25
For the Queen,7.43,1
Blacksmith Brothers,7.12,2.17
College Basketball Dynasty,6.98,2
Brick & Mortar,7.68,3.17
Goro-Goro Dōbutsu Shōgi,7.20,1.50
Cairo,5.85,1.26
Kings Progress,6.45,3
Xenofera,7.44,2.50
Professor Pünschge,6.14,2.36
Monstertorte,6.31,1
Oosterbeek Perimeter,8.34,3.25
Mini Park,6.01,2
Office 21,6.08,1.45
Ghost Adventure,7.56,1
Rory's Story Cubes: Medieval,6.88,0
Pile-Up Rush,6.49,1
Reconquista,7.30,2.50
Stronghold: Undead (Second Edition),8.15,3.67
The Legend of Landlock,5.76,1.24
Spinner Dominoes,6.61,1.13
Family Fluxx,5.69,1.23
Warfare in the Age of Reason,7.59,3.33
Pokémon Trading Card Game Battle Academy,7.49,2.33
Dôjima,7.35,2
Fox & Chicken,6.69,1.67
Pasaraya: Supermarket Manager,7.23,2.50
Das Kleine Gespenst,6.05,1.20
Great War at Sea: U.S. Navy Plan Black,6.72,2.40
"Congo Merc: The Congo, 1964",6.25,1.85
Conquest of Speros,5.95,2.13
Constructo,6.94,1.40
Caesar in Gallia: Conquest on the Ancient Frontier,6.89,3.07
Napoleon at the Berezina,6.75,3.18
Uncle Chestnut's Table Gype,6.29,2
Battlefront: WWII,7.36,3.63
PARKS Memories: Mountaineer,6.68,1
Expedition Luxor,6.12,2
Phase 10 Twist,6.07,1.22
China: The Middle Kingdom,6.81,3
Jedzie pociąg z daleka,6.31,1.33
"Eylau: Napoleon's Winter Battle, 1807",6.68,2.83
Elixir,5.95,1.41
Diceland: Ogre,6.46,2.17
The Lord of the Rings: The Two Towers,7.19,0
Star Smuggler,6.38,2.83
Cake Duel,6.88,1.20
Det dårlige selskab,6.41,1.50
Adlung Land,5.91,1.79
"Yalu: The Chinese Counteroffensive in Korea, November 1950 to May 1951",7.14,3.09
Southern Pacific,6.91,3
Devil May Cry: The Bloody Palace,8.18,2.50
Human Punishment: The Beginning,9.24,2.92
Super Goal!,6.47,1.25
"Demyansk Shield: the Frozen Fortress, February-May 1942",7.51,3.17
Strike Them a Blow: 1864 North Anna River,7.50,3.30
Squirrel Rush,6.36,1.75
Black Hat,6.10,2.40
Tribes,6.49,2.08
Chef Alfredo,6.04,1
Karo,6.55,2
Moons,5.90,1.50
Playboss,6.28,2.50
Drive on Kursk:  July 1943,6.93,2.75
"Inferno sugli Altipiani, 1916",7.81,3.25
Baldrick's Tomb,6.24,1.55
Bonbons,6.02,1.14
Le Vol de l'Aigle,7.62,2.92
"7 Symbols, and 7 Nations",7.15,2.20
Jasper and Zot,6.10,1.56
Cultistorm,7.13,2.78
Darkest December: Battle of the Bulge 1944,7.48,3.78
The First Jihad: The Rise of Islam 632-750,7.89,3.63
Polite Society: The Jane Austen Board Game,6.76,1.50
Creepy Falls,6.61,2.86
"Clash of Titans: The Tank Battle for Kursk, 1943",6.99,2.88
Pressure Cooker,6.16,1.88
The Last Days of the Grande Armee: The Four Days of Waterloo,6.56,3.07
Dinosaur Table Battles,7.49,2
Age of Craft,6.68,2
Ready to Rock!,6.28,1.86
Spy Web,6.11,1.58
DREIst!,6.16,1.67
Diam,6.13,2.18
Attangle,6.95,2.80
Assault on Icecrown Citadel,7.34,2.88
Veritas,6.61,2.36
Sixis,6.24,1.43
C.O.A.L.: Combat-Oriented Armored League,6.79,2.43
Pungi,6.32,1.20
Unlur,7.85,3
Mad Magazine Card Game,5.85,1.11
Zoo-ography,8.00,2
Rok 1920,7.60,3.73
Black Jacky,6.33,2
Alchemidus,6.37,1.50
Merchants of the Dark Road,8.23,2.92
1834,7.56,4
Rail USA,6.85,2.38
The Great Pacific War: The Second World War in the Pacific,6.67,4.10
Cairo Corridor,7.28,2
Vidrado,8.79,3
Futboard,7.30,1.25
This Is Not a Test: Post-Apocalyptic Skirmish Rules,8.80,2.67
My First Stone Age: The Card Game,6.31,1
1812: The Campaign of Napoleon in Russia,6.83,2.17
Cauldron Quest,6.34,1.20
Critters Below,6.43,2.22
13 Sheep,6.53,1
Top 5 Rummy,6.71,1.80
StoryLine: Fairy Tales,6.15,1
Amphipolis,6.18,1.80
Wrathborne Champions,7.42,2
Niki Lauda's Formel 1,7.08,1.60
Flutter,6.55,1.67
Jigūan: The Eastern Mechanist,6.69,3.25
Copa,6.68,1.67
Mini Cywilizacja,6.35,2
Galactic Strike Force,5.73,3.31
Arcadia,5.85,2
Ben Hur,6.57,1.83
General Quarters (Third Edition),7.38,3.40
Kadesh:  Mobile Warfare in the Ancient Middle East,6.46,3.08
Bilder,6.84,2
Command at Sea: 4th Edition - War at Sea 1926-1955,7.96,4.20
Melee & Wizard,8.49,2.50
Gutshot,7.77,2.89
Il Cucco,6.21,1.27
Twilight of the Ottomans: World War I in the Middle East,7.11,2.88
18CLE,7.33,4
STEM: Epic Heroes,6.23,1.58
Imperial Governor & Strategos,6.88,2.20
Le Temps des As,7.59,2.67
Expedite,7.13,1.86
Eclipse,6.13,1.89
Dragon's Cave,6.53,1
Kriegbot,7.17,2.67
Decision in France,6.85,3
Duel for Kharkov,7.14,3.55
Page Quest SEASON 1: Mythical Artifacts,7.06,2
MedWar Sicily,6.47,2.28
Pencil Park,6.85,1.80
The Great Wall,7.41,3.17
Zerywia,8.70,3
800 Heroes: Defense of Sihang Warehouse,6.87,1.70
Close Assault: A Man-to-Man Game of Squad Tactics and Command - Europe 1939-1945,7.16,2.88
"Alexandria, 1801",7.35,3.20
Pirate Tricks,7.02,2
Aikamatka: Suomi,6.68,1
Micro Monsters,6.64,1
Four Suspects,6.79,2
D6 Dungeon,6.59,2
Humboldt's Great Voyage,6.14,1.80
Parkies,7.20,2.50
5150,7.31,2.60
Rise!,6.08,1.83
Kings of War (Second Edition),8.09,3
The Walking Dead: The Board Game,5.71,2.03
HOPE,6.27,2.80
String Safari,6.01,1.44
Deukalion,5.95,2.18
Kaleidos Junior,6.72,0
Destroyer Captain,7.52,3
Qyshinsu: Mystery of the Way,6.71,3
Maloney's Inheritance,5.98,2
Get Adler! Deduction Card Game,7.20,1.50
Attack of the Mutants!,6.33,2
Song of Arthur and Merlin,8.23,2.40
MixUp,6.28,1.67
Secret Operation,6.72,1
"Solomons Campaign: Air, Land, and Sea Warfare, Pacific 1942",7.45,3.85
Guardians of Xobos,7.60,3.50
15 Days,7.53,2
Commands & Colors Tricorne: Jacobite Rising,8.34,2
Battleborn Legacy,8.03,3
Partizan!,7.36,2.50
Red Steel: Clash Of Armor At Kishinev,6.70,2.82
Conqueror: Final Conquest,8.89,2.33
Light Hunters: Battalion of Darkness,6.88,2
Magic Fold,6.51,1.50
Command Decision: Test of Battle,8.14,3.14
15 Dias: The Spanish Golden Age,6.35,2.88
Human Interface: Nakamura Tower,7.52,3.67
Frigiti,6.96,1
Help Me!,6.12,1.38
EinStein würfelt nicht!,6.63,1.57
The Dauphin and the Sword,7.93,2.54
Devil Boats: PT Boats in the Solomons,7.84,2.83
Anno Domini: Showbizz,6.81,2
18 Holes,8.16,1.67
Duffers,8.88,2
Battleground World War II,7.21,3.64
Return to Dark Tower,7.47,3
Spy Alley,5.66,1.52
Atlantis: Island of Gods,6.41,3
Cornucopia,5.84,1.44
Hetzer Sniper!: Sniper Companion Game #1,6.79,3.56
Sherco's Grand Slam Baseball Game,7.28,2.33
España 20: Volume 1,7.59,2.33
Overload,6.52,1
CrossCribb,6.42,2
Cycling Party,6.75,2.10
Bloxx!,6.39,1
Canoe,7.64,2.89
Crazy Lab,5.98,2.20
Alchemical Crystal Quest (Second Edition),6.80,3.33
"The Punic Wars: Rome vs Carthage, 264-146 B.C.",6.10,2.48
Seize the Bean,6.81,2.20
¡Extinción!,7.68,1.50
Mississippi Fortress,6.69,2.82
Victory at Waterloo,6.87,1.67
Das GROSSE und das kleine A,6.41,1.25
Zaibatsu,7.10,2.71
Cthulhu: Rise of the Cults,6.61,3.20
Animix,6.58,1.50
Square on Sale,7.14,2
Hafid's Grand Bazaar,6.95,2
Loch Ness,5.79,1.52
Bridgetown Races,6.10,2.20
Tower,5.97,2
Energie Poker,6.66,2.67
Lords of the Spanish Main,6.61,3.20
The Pirate's Flag,7.31,2
Kingdom's Candy: Monsters,7.34,2.60
Lee's Invincibles: Gettysburg Campaign of 1863,7.26,2.67
"Across Suez: The Battle of the Chinese Farm October 15, 1973",6.09,1.96
"Las Navas de Tolosa, 1212",7.42,2.75
Schollen Rollen,6.00,1
Let's Take a Hike,5.89,1.35
Dȗhr: The Lesser Houses,6.57,2.67
"Bürger, Baumeister & Co.",5.96,1.77
Island Of D,6.29,1.69
Canope 1801,7.40,2.63
Colorado Midland,6.41,2.60
Get the MacGuffin,5.91,1.33
Iron Bottom Sound III,8.15,2.50
The Campaigns of Robert E. Lee,6.61,3.91
Zip-It,6.18,1.29
Battle for Sularia,7.20,3.25
Trenches of Valor,6.35,1.57
Command Decision,6.47,3.55
Inside Pitch Baseball,8.28,3.75
Polyhedral Park Planner,7.29,2.50
Mage Knight Conquest,6.66,3.33
Brief Border Wars,7.54,2.70
Nimble,5.92,1
Mare Mediterraneum,6.50,3
Legends of Wrestling,7.84,1.20
5 COLORS,6.54,1
Dschamál,6.07,1.19
Chronopia: War in the Eternal Realm,8.13,3.50
War Stories: Red Storm,7.19,2.89
The Flight of the Goeben,7.42,2.83
HysteriCoach,5.82,1.22
Walk The Plank: Limited Edition,6.53,1.50
Scrabble Flash,5.77,1.42
Rampaging Jotunn,7.69,2
Masquerade,6.36,2
La Bataille d'Austerlitz,8.25,3.50
Like Lions They Fought,6.44,2.58
Thin Ice: Survival has never been so much fun,6.62,2
The Acts,7.72,2
Electronic Stratego,6.32,1.75
SWAT!,5.98,1.13
Santa Maria Infante: On the Road to Rome 1944,7.62,4.20
A Call to Arms: Star Fleet,7.07,3.57
The Kringle Caper,7.72,0
Kamon,6.38,2
Seidenstraße,6.53,2.50
Great War at Sea: U.S. Navy Plan Gold,7.02,2.73
Horizon Wars: Science-Fiction Combined-Arms Wargaming,8.07,2
Romance of the Nine Empires,6.25,3.10
Drizzit: il gioco di carte,6.52,2
IT: Evil Below,6.90,2
X-Code,6.16,1
Deterrence 2X62,6.73,2.33
Kintsugi,6.68,1.67
Space Cats Fight Fascism,7.79,2
Sparkle*Kitty Nights,7.57,1.50
Midgard: Das Brettspiel,6.72,3.09
The Normandy Campaign,6.48,2.89
Party Bugs,6.40,1.25
Kasserine Pass,6.75,2.29
Right Fierce & Terrible: Sluys 1340,7.19,3
El Bazar,6.83,1
Frankenstein's Bodies,6.30,2.20
Real Action Stockcar Championship,6.94,2.75
Flink,7.94,2
Carnival,5.70,1.52
Fabula,5.80,1.48
KerFlip!,6.33,1.25
Radiant,7.12,2.67
Karnivore Koala,5.91,1.38
Schau mal!,6.12,1.25
Monster Derby,6.11,2.29
Dorada,6.16,1
Cold War Battles: Budapest '56 & Angola '87,6.78,2.56
Mandarin,6.39,1.25
Ember: The Magical Card Game,6.73,1.50
Risk: Mass Effect Galaxy at War Edition,6.77,2
MonstroCity,7.74,1.50
Epoch: Early Inventors,6.51,3.43
Corruptia,7.63,2.17
Killer,6.14,2.07
"Musket & Pike: Tactical Combat, 1550-1680",6.61,2.25
Cave Paintings,6.66,1
FREAKFACE!!!,8.11,2.50
The Red Dragon Inn: Allies - Spyke and Flower,7.47,1
World of Tanks Miniatures Game,7.70,2
Zombies!!! 13: DEFCON Z,7.07,2.25
Taiwan Formosa,6.71,2
Eureka,5.86,1.47
Doodle China,6.44,2
Fallen Angels,7.58,2
Build Up,7.25,2
Turning the Tables,6.93,2.67
Schnapp,6.94,1
Clue: The Haunted Mansion,6.16,1.88
Reglamentacja: Gra na Kartki,6.35,1.29
Westphalia,7.06,3.17
Velikye Luki,7.41,3.15
Krysis,6.05,2.56
No Trumpets No Drums: The Vietnam War 1965-1975,6.60,3.18
The March of Progress,6.74,2
The King of All Bards,7.71,2.25
Clash of Empires: The Battle for France 1914,6.81,2.50
The Alamo,6.19,2.27
Princes of the Dragon Throne,6.50,3
Hogwarts: House Cup Challenge,6.08,1.79
The von Reisswitz Kriegsspiel: The Prussian Army Wargame,8.24,3.67
Misterio,6.20,1.14
Castle Rampage,6.03,1.25
Rogues to Riches,8.32,1.67
BrikWars,8.21,2.69
"Toulon, 1793",7.32,3.33
Savage Worlds Showdown: Miniatures Rules for All Genres,8.13,2.38
The War: Europe 1939-1945,7.13,4.21
Legends of Novus,7.17,2
Beyond Waterloo,7.26,3.22
Magnate: The First City,8.15,3
El Soneto,6.70,2.50
Federation Space,6.40,2.95
Take The Galaxy,7.03,2.43
Rifugio,6.44,1.50
Bloody Ridge,6.51,3.42
Modern Land Battles: Target Acquired,7.32,2.14
8th Army,6.83,2.80
Grand Armee: Great Battles of the Napoleonic Wars Miniature Wargame Rules System,7.71,3.10
In Country: Vietnam 1965-1975,7.21,3.50
Centrix,7.75,1.60
Board Game Cafe Frenzy,6.52,1.71
Volley & Bayonet,7.50,2.56
Objective: Schmidt,7.23,3.67
Durian,6.92,1
Dark Mages,6.58,2
I'm the Boss!: The Card Game,5.94,1.75
Destruction of Army Group Center (Second Edition),6.87,2.54
Pingyao: First Chinese Banks,7.64,2.92
Star Trek: Alliance - Dominion War Campaign,9.46,3.29
Star Wars: Han Solo Card Game,6.06,1.20
Bagh Chal,5.91,2.42
Korona,6.14,1.18
Gopher It!,6.03,1.05
Boom: Runaway,6.49,1.17
Commissioner Victor: The lost painting case,6.26,1.60
Cool Runnings,6.44,0
Super Circles,5.99,1
Karawane,6.03,1.62
"War in the East: The Russo-German Conflict, 1941-45",6.82,3.45
Destination: Neptune,6.25,2.59
Zoom in Barcelona,7.14,1.78
Quest for the DragonLords (Second Edition),6.22,3.11
Gute Nachbarn,6.45,1.14
Apocalypse au Zoo de Carson City,6.06,1.17
Ligny: Incomplete Victory,7.00,2.21
Krynea Battlefield,7.11,2.31
Shiftago,7.60,2
Hippos & Crocodiles,6.35,1.42
Winner Winner Chicken Dinner,6.93,1.50
Super Tooth,6.20,1.14
Pictionary Air,6.19,1
Storm Over Taierzhuang,6.60,2.84
Illuminati: Crime Lords,5.86,2.60
Night Drop 2: Pegasus Bridge,7.58,3.25
Board of Dreams,7.88,3
Sindbad,6.10,1.53
"Boom, Bang, Gold",6.37,1.25
Rory's Story Cubes: Powers,6.80,0
Super Farmer: The Card Game,8.12,1.50
Karty Dżentelmenów,5.99,1
Great War at Sea: Pacific Crossroads,7.14,2.57
Stellar Leap,6.79,2.50
Soldiers of the Queen: Battles at Isandhlwana and Omdurman,6.43,2.92
Pictionary: 15th Anniversary,6.13,1.25
Emergence: A Game of Teamwork and Deception,6.12,2.13
Ringo,7.17,1
Game of Quotes: Verrückte Zitate,5.81,1.29
Pink Godzilla Dev Kit,6.52,1.95
7: The Defense of Lwów,6.75,1.67
StarSoldier: Tactical Warfare in the 25th Century,6.27,3.27
DeathMaze,5.99,1.69
GemPacked Cards,6.52,1.38
Welcome To... Mini,7.06,2
Halo: Fleet Battles - The Fall of Reach,7.34,3.14
Board and Table Games from Many Civilizations,7.48,2.33
Clash of Steel: A Tactical Card Game of Medieval Duels,6.62,2
Great War at Sea / Second World War at Sea: Cone of Fire,7.16,2.89
Epées et Hallebardes 1315-1476,7.71,2.42
Gorizia 1916: La sesta battaglia dell'Isonzo,7.76,3
Fish 'n' Flips,7.94,2.67
Holy Roman Empire,6.37,2.79
Wagram 1809,7.13,2.58
FlipOut,6.00,1.08
1886,7.30,4
Agricola Express,6.25,1.82
Burgoo,5.69,1.23
The Battle of the Little Bighorn,7.59,3.29
Ulysses,6.13,2.08
War in Europe (Second Edition),7.32,4.11
Kung Fu,7.21,2
The Great Heathen Army,8.05,2.60
Forwarder of Xanadu,7.50,3
Olympic & Coronet,7.23,2.75
Dresden 20,7.35,1.82
Sarkophag,6.14,1.29
Moongha Invaders Two Player,6.63,1.67
The Stars Align,7.18,1
Régents,6.50,3
Arcole 1796,7.46,2.67
Lionheart,5.68,1.75
Chromino,5.78,1.26
Behind,6.94,2.67
Mangaka: The Fast & Furious Game of Drawing Comics,6.78,1
HeroTec,7.11,2
Catan Junior Madagascar,6.81,1.60
Pixel Glory: Light & Shadow,7.34,1.67
Smash Up: Marvel,8.18,0
Spycraft: Collectible Card Game,6.03,3.18
Got It!,6.74,1.80
Bam!: Extrahart,6.50,1
"Viking: Tactical Warfare in the Dark Ages, 700-1300",6.73,2.25
Dragon Island,6.27,2.33
"Rampage: The Allied Drive on Germany, August - September, 1944",6.48,3
Gelato Mio,8.63,1.60
The Battle of Lobositz,6.59,2.08
Ctrl,6.12,1.20
Junior Labyrinth,5.70,1.20
Können Schweine fliegen?,6.39,1
Rambo: The Board Game,7.16,2
Creature Comforts,8.22,2.17
Ancients II,6.28,2
Ahead in the Clouds,6.24,1.75
Santoska,6.47,1.29
Akron,7.10,3.80
Blueshift,7.41,2.67
Kuni Tori!,6.89,2.29
Second World War at Sea: Leyte Gulf,7.05,3.42
Blurble,6.26,1.25
Angus: Batalhas Medievais,6.75,2.64
Mint Condition Comics,7.31,1.33
Dirty Fridge,8.26,1.50
Pulp Invasion,6.89,2.08
1883: Building Railroads in Northern Italy,7.37,4
Metromania,5.85,2.43
Comrade Koba,6.10,1.46
Navíos de Línea: Trafalgar 1805,8.23,3
Battle of LITS,6.06,1.75
Vera Discordia,7.37,2.67
Rogue State,7.62,3
Total Rumble,6.80,1
Sea of Legends,8.36,2.67
Breakthru,5.81,2
Highly Suspect,6.14,1.33
HEL: The Last Saga,8.27,2.58
S'quarrels: A Game of Absolute Nuts,6.01,1.19
Von 0 auf 100,6.71,1.14
Splotch!,6.60,2.20
Dux Britanniarum: Wargame Rules for Dark Age Warfare in the Age of Arthur,7.71,2.33
Trophy Buck,5.86,1.04
Didi Dotter,6.20,1
Brawling Battleships,6.32,1.85
Heat,5.95,1.63
Layers,6.42,1
Amirauté,6.86,3
Materia Prima: The Alchemists Guild,7.50,2.44
"Agricola: Roman Campaign in Britain, AD 82-84",7.37,3.33
1813: Napoleon's Nemesis,7.49,3.25
Cargotrain,6.13,2.75
Orbital,7.07,2
Blitzkrieg General,6.30,2.54
Endure the Stars 1.5,7.29,2.67
Volle Scholle,6.14,1.56
Pi mal Daumen,6.55,1.43
Machi Koro Fussball,6.55,1
Rey Paparajote,7.12,2.17
Eye Know,6.05,1.60
Fief,6.41,3
Dark Age: Feudal Lords,6.31,3.20
Bezique,6.50,2.33
The Terrifying Girl Disorder,6.46,2
"Barbarossa: The Russo-German War, 1941-45",7.07,2.90
Hamstern,6.73,1
Dracula's America: Shadows of the West,8.57,0
Bresk!,7.00,0
Sports Dice: Baseball,6.78,1
Emergents: Genesis - The Deckbuilding Game,6.55,2.60
German Whist,6.40,1.89
9tka,7.19,2.13
Kiitos,7.61,1.80
Race Day,6.04,1.50
Napoleon's Eagles: Storm in the East - The Battles of Borodino and Leipzig,7.81,3
Meander,6.05,1.86
Die Verbotene Stadt,6.07,1.80
Space Infantry: Resurgence,7.45,2.50
Highlander: The Card Game,6.20,2.14
Vive l'Empereur,6.74,2.33
Niepodległa,7.27,2.50
WYPS,7.64,2.50
Oklahoma Boomers,6.57,2
Mutton,6.54,2
Aliens Predator,6.06,2.29
Keskifé?,6.30,1
Elefant Hunt,6.21,1
Anno Domini: Seefahrer & Flieger,7.16,1
Star Wars: Silent Death Starfighter Combat Game,7.02,2.86
Magus: Aura Mortis,7.57,3.71
Götterdämmerung,7.03,2
Paletto,6.85,1.67
Rick and Morty: 100 Días,7.00,2.88
The Big Time!,7.00,1.86
Statis Pro Baseball Great Teams,7.42,1.60
Timeline: Science Museum,7.08,1
Cauldron Master,6.57,1.67
Dome Crushers,6.28,1.33
Patrol!: Man-to-Man Combat in the 20th Century,6.24,3.31
First Snow,7.09,2.75
Give Me Five,6.50,1
"Gallipoli, 1915: Churchill's Greatest Gamble",7.76,4
1761: From Canal to Rail,7.14,4
Karawane,6.38,1
Shogun no Katana,7.95,3.75
Incubation,6.24,1
Merchants of Dunhuang,6.98,1.50
Venezia 2099,5.99,1.75
Footmania,6.58,2
The Tigers Are Burning,6.48,2.46
Anagrams,6.62,2
The Fall of Tobruk,7.41,2.38
Potemkin Empire,6.50,2
Takamatsu,6.18,1.67
Shark Attacks!,6.12,1
Sixteen Thirty Something,6.16,2.50
ChickenFoot,6.08,1.33
Campus Café,6.79,2
RAMbots,6.66,2.45
Suleiman the Magnificent,6.69,2.80
Pocket Pro Golf,6.74,1.93
InterSpace,7.39,3.15
Tomb Raider Collectible Card Game,6.12,2.06
Major General: Duel of Time,6.39,1.50
All Things Zombie: Reloaded,6.90,3.33
Treasures of Cibola,7.06,1.50
Wizard Kittens,6.82,1.75
Bubble Tea,6.16,1
21 Motines,6.69,1.90
Polis,6.58,2.33
Leipzig: Napoleon Encircled,6.45,2.14
Lamarckian Poker,6.47,1.61
Pichenotte Hockey,7.51,1
